fecha,departamento,casos,dp
2020-03-22,San Andrés y Providencia,1.0,88
2020-03-22,Casanare,1.0,85
2020-03-22,Cauca,2.0,19
2020-03-22,Magdalena,2.0,47
2020-03-22,Santander,3.0,68
2020-03-22,Tolima,4.0,73
2020-03-22,Caldas,6.0,17
2020-03-22,Quindío,6.0,63
2020-03-22,Atlántico,7.0,8
2020-03-22,Norte de Santander,8.0,54
2020-03-22,Huila,10.0,41
2020-03-22,Risaralda,12.0,66
2020-03-22,Cundinamarca,12.0,25
2020-03-22,Bolívar,15.0,13
2020-03-22,Antioquia,30.0,5
2020-03-22,Valle del Cauca,32.0,76
2020-03-22,Bogotá D.C.,88.0,11
2020-03-23,Cesar,1.0,20
2020-03-23,San Andrés y Providencia,1.0,88
2020-03-23,Casanare,1.0,85
2020-03-23,Cauca,2.0,19
2020-03-23,Magdalena,3.0,47
2020-03-23,Santander,4.0,68
2020-03-23,Tolima,4.0,73
2020-03-23,Meta,5.0,50
2020-03-23,Caldas,7.0,17
2020-03-23,Atlántico,7.0,8
2020-03-23,Quindío,7.0,63
2020-03-23,Norte de Santander,8.0,54
2020-03-23,Huila,11.0,41
2020-03-23,Risaralda,13.0,66
2020-03-23,Bolívar,16.0,13
2020-03-23,Cundinamarca,17.0,25
2020-03-23,Valle del Cauca,38.0,76
2020-03-23,Antioquia,52.0,5
2020-03-23,Bogotá D.C.,117.0,11
2020-03-24,San Andrés y Providencia,1.0,88
2020-03-24,Casanare,1.0,85
2020-03-24,Nariño,1.0,52
2020-03-24,Cesar,2.0,20
2020-03-24,Cauca,3.0,19
2020-03-24,Magdalena,3.0,47
2020-03-24,Santander,4.0,68
2020-03-24,Meta,7.0,50
2020-03-24,Quindío,8.0,63
2020-03-24,Tolima,8.0,73
2020-03-24,Caldas,9.0,17
2020-03-24,Atlántico,9.0,8
2020-03-24,Norte de Santander,11.0,54
2020-03-24,Huila,14.0,41
2020-03-24,Risaralda,16.0,66
2020-03-24,Bolívar,21.0,13
2020-03-24,Cundinamarca,24.0,25
2020-03-24,Antioquia,52.0,5
2020-03-24,Valle del Cauca,67.0,76
2020-03-24,Bogotá D.C.,158.0,11
2020-03-25,San Andrés y Providencia,1.0,88
2020-03-25,Casanare,1.0,85
2020-03-25,Nariño,1.0,52
2020-03-25,Boyacá,1.0,15
2020-03-25,Cesar,2.0,20
2020-03-25,Santander,4.0,68
2020-03-25,Magdalena,4.0,47
2020-03-25,Meta,8.0,50
2020-03-25,Tolima,9.0,73
2020-03-25,Cauca,9.0,19
2020-03-25,Caldas,11.0,17
2020-03-25,Quindío,12.0,63
2020-03-25,Atlántico,13.0,8
2020-03-25,Huila,14.0,41
2020-03-25,Norte de Santander,15.0,54
2020-03-25,Risaralda,18.0,66
2020-03-25,Bolívar,26.0,13
2020-03-25,Cundinamarca,27.0,25
2020-03-25,Antioquia,60.0,5
2020-03-25,Valle del Cauca,72.0,76
2020-03-25,Bogotá D.C.,172.0,11
2020-03-26,San Andrés y Providencia,1.0,88
2020-03-26,Casanare,1.0,85
2020-03-26,Nariño,1.0,52
2020-03-26,Cesar,2.0,20
2020-03-26,Boyacá,2.0,15
2020-03-26,Santander,4.0,68
2020-03-26,Magdalena,4.0,47
2020-03-26,Meta,8.0,50
2020-03-26,Tolima,9.0,73
2020-03-26,Cauca,9.0,19
2020-03-26,Caldas,11.0,17
2020-03-26,Quindío,12.0,63
2020-03-26,Atlántico,13.0,8
2020-03-26,Huila,14.0,41
2020-03-26,Norte de Santander,15.0,54
2020-03-26,Risaralda,18.0,66
2020-03-26,Bolívar,26.0,13
2020-03-26,Cundinamarca,27.0,25
2020-03-26,Antioquia,60.0,5
2020-03-26,Valle del Cauca,74.0,76
2020-03-26,Bogotá D.C.,179.0,11
2020-03-27,San Andrés y Providencia,1.0,88
2020-03-27,Casanare,1.0,85
2020-03-27,Nariño,1.0,52
2020-03-27,Cesar,2.0,20
2020-03-27,Boyacá,2.0,15
2020-03-27,Santander,4.0,68
2020-03-27,Magdalena,7.0,47
2020-03-27,Meta,8.0,50
2020-03-27,Tolima,9.0,73
2020-03-27,Cauca,9.0,19
2020-03-27,Caldas,12.0,17
2020-03-27,Huila,14.0,41
2020-03-27,Norte de Santander,15.0,54
2020-03-27,Quindío,15.0,63
2020-03-27,Atlántico,16.0,8
2020-03-27,Risaralda,18.0,66
2020-03-27,Bolívar,26.0,13
2020-03-27,Cundinamarca,28.0,25
2020-03-27,Antioquia,60.0,5
2020-03-27,Valle del Cauca,74.0,76
2020-03-27,Bogotá D.C.,217.0,11
2020-03-28,San Andrés y Providencia,1.0,88
2020-03-28,Casanare,1.0,85
2020-03-28,Córdoba,1.0,23
2020-03-28,Nariño,2.0,52
2020-03-28,Boyacá,2.0,15
2020-03-28,Cesar,3.0,20
2020-03-28,Santander,4.0,68
2020-03-28,Magdalena,7.0,47
2020-03-28,Meta,8.0,50
2020-03-28,Tolima,9.0,73
2020-03-28,Cauca,9.0,19
2020-03-28,Caldas,13.0,17
2020-03-28,Huila,14.0,41
2020-03-28,Norte de Santander,15.0,54
2020-03-28,Quindío,16.0,63
2020-03-28,Risaralda,18.0,66
2020-03-28,Atlántico,20.0,8
2020-03-28,Bolívar,28.0,13
2020-03-28,Cundinamarca,30.0,25
2020-03-28,Antioquia,67.0,5
2020-03-28,Valle del Cauca,85.0,76
2020-03-28,Bogotá D.C.,255.0,11
2020-03-29,San Andrés y Providencia,1.0,88
2020-03-29,Casanare,1.0,85
2020-03-29,Sucre,1.0,70
2020-03-29,Nariño,2.0,52
2020-03-29,Córdoba,2.0,23
2020-03-29,Boyacá,3.0,15
2020-03-29,Cesar,4.0,20
2020-03-29,Magdalena,7.0,47
2020-03-29,Meta,8.0,50
2020-03-29,Santander,8.0,68
2020-03-29,Tolima,9.0,73
2020-03-29,Cauca,9.0,19
2020-03-29,Caldas,14.0,17
2020-03-29,Norte de Santander,15.0,54
2020-03-29,Huila,16.0,41
2020-03-29,Quindío,16.0,63
2020-03-29,Atlántico,24.0,8
2020-03-29,Risaralda,28.0,66
2020-03-29,Cundinamarca,30.0,25
2020-03-29,Bolívar,37.0,13
2020-03-29,Antioquia,86.0,5
2020-03-29,Valle del Cauca,93.0,76
2020-03-29,Bogotá D.C.,288.0,11
2020-03-30,San Andrés y Providencia,1.0,88
2020-03-30,Casanare,1.0,85
2020-03-30,Sucre,1.0,70
2020-03-30,Nariño,2.0,52
2020-03-30,Córdoba,2.0,23
2020-03-30,Cesar,4.0,20
2020-03-30,Boyacá,4.0,15
2020-03-30,Meta,8.0,50
2020-03-30,Santander,8.0,68
2020-03-30,Magdalena,8.0,47
2020-03-30,Tolima,9.0,73
2020-03-30,Cauca,9.0,19
2020-03-30,Caldas,15.0,17
2020-03-30,Norte de Santander,16.0,54
2020-03-30,Quindío,16.0,63
2020-03-30,Huila,21.0,41
2020-03-30,Atlántico,25.0,8
2020-03-30,Risaralda,28.0,66
2020-03-30,Cundinamarca,35.0,25
2020-03-30,Bolívar,40.0,13
2020-03-30,Antioquia,96.0,5
2020-03-30,Valle del Cauca,106.0,76
2020-03-30,Bogotá D.C.,343.0,11
2020-03-31,San Andrés y Providencia,1.0,88
2020-03-31,Casanare,1.0,85
2020-03-31,Sucre,1.0,70
2020-03-31,La Guajira,1.0,44
2020-03-31,Córdoba,2.0,23
2020-03-31,Nariño,4.0,52
2020-03-31,Boyacá,6.0,15
2020-03-31,Tolima,9.0,73
2020-03-31,Cauca,9.0,19
2020-03-31,Magdalena,10.0,47
2020-03-31,Meta,11.0,50
2020-03-31,Santander,11.0,68
2020-03-31,Cesar,11.0,20
2020-03-31,Caldas,15.0,17
2020-03-31,Quindío,16.0,63
2020-03-31,Norte de Santander,19.0,54
2020-03-31,Huila,24.0,41
2020-03-31,Atlántico,33.0,8
2020-03-31,Risaralda,34.0,66
2020-03-31,Bolívar,42.0,13
2020-03-31,Cundinamarca,44.0,25
2020-03-31,Antioquia,101.0,5
2020-03-31,Valle del Cauca,117.0,76
2020-03-31,Bogotá D.C.,383.0,11
2020-04-01,Sucre,1.0,70
2020-04-01,La Guajira,1.0,44
2020-04-01,San Andrés y Providencia,2.0,88
2020-04-01,Casanare,2.0,85
2020-04-01,Córdoba,2.0,23
2020-04-01,Nariño,6.0,52
2020-04-01,Boyacá,6.0,15
2020-04-01,Meta,12.0,50
2020-04-01,Santander,12.0,68
2020-04-01,Cauca,12.0,19
2020-04-01,Magdalena,12.0,47
2020-04-01,Tolima,14.0,73
2020-04-01,Caldas,15.0,17
2020-04-01,Cesar,16.0,20
2020-04-01,Norte de Santander,19.0,54
2020-04-01,Quindío,23.0,63
2020-04-01,Huila,30.0,41
2020-04-01,Risaralda,34.0,66
2020-04-01,Atlántico,35.0,8
2020-04-01,Bolívar,42.0,13
2020-04-01,Cundinamarca,50.0,25
2020-04-01,Antioquia,107.0,5
2020-04-01,Valle del Cauca,148.0,76
2020-04-01,Bogotá D.C.,464.0,11
2020-04-02,Sucre,1.0,70
2020-04-02,La Guajira,1.0,44
2020-04-02,San Andrés y Providencia,2.0,88
2020-04-02,Casanare,2.0,85
2020-04-02,Córdoba,2.0,23
2020-04-02,Nariño,6.0,52
2020-04-02,Boyacá,6.0,15
2020-04-02,Meta,12.0,50
2020-04-02,Santander,12.0,68
2020-04-02,Cauca,12.0,19
2020-04-02,Magdalena,12.0,47
2020-04-02,Tolima,14.0,73
2020-04-02,Caldas,16.0,17
2020-04-02,Cesar,16.0,20
2020-04-02,Norte de Santander,21.0,54
2020-04-02,Quindío,23.0,63
2020-04-02,Huila,30.0,41
2020-04-02,Risaralda,34.0,66
2020-04-02,Atlántico,35.0,8
2020-04-02,Bolívar,42.0,13
2020-04-02,Cundinamarca,52.0,25
2020-04-02,Antioquia,127.0,5
2020-04-02,Valle del Cauca,151.0,76
2020-04-02,Bogotá D.C.,532.0,11
2020-04-03,Sucre,1.0,70
2020-04-03,La Guajira,1.0,44
2020-04-03,San Andrés y Providencia,2.0,88
2020-04-03,Casanare,2.0,85
2020-04-03,Córdoba,2.0,23
2020-04-03,Nariño,6.0,52
2020-04-03,Boyacá,6.0,15
2020-04-03,Santander,12.0,68
2020-04-03,Cauca,12.0,19
2020-04-03,Magdalena,12.0,47
2020-04-03,Meta,13.0,50
2020-04-03,Tolima,15.0,73
2020-04-03,Caldas,16.0,17
2020-04-03,Cesar,16.0,20
2020-04-03,Quindío,23.0,63
2020-04-03,Norte de Santander,25.0,54
2020-04-03,Huila,32.0,41
2020-04-03,Risaralda,36.0,66
2020-04-03,Bolívar,45.0,13
2020-04-03,Atlántico,47.0,8
2020-04-03,Cundinamarca,55.0,25
2020-04-03,Antioquia,145.0,5
2020-04-03,Valle del Cauca,166.0,76
2020-04-03,Bogotá D.C.,576.0,11
2020-04-04,Sucre,1.0,70
2020-04-04,La Guajira,1.0,44
2020-04-04,San Andrés y Providencia,2.0,88
2020-04-04,Casanare,2.0,85
2020-04-04,Córdoba,3.0,23
2020-04-04,Nariño,6.0,52
2020-04-04,Santander,12.0,68
2020-04-04,Cauca,12.0,19
2020-04-04,Magdalena,12.0,47
2020-04-04,Meta,13.0,50
2020-04-04,Boyacá,13.0,15
2020-04-04,Tolima,15.0,73
2020-04-04,Caldas,16.0,17
2020-04-04,Cesar,16.0,20
2020-04-04,Quindío,23.0,63
2020-04-04,Norte de Santander,25.0,54
2020-04-04,Huila,34.0,41
2020-04-04,Risaralda,36.0,66
2020-04-04,Bolívar,45.0,13
2020-04-04,Atlántico,47.0,8
2020-04-04,Cundinamarca,62.0,25
2020-04-04,Antioquia,150.0,5
2020-04-04,Valle del Cauca,180.0,76
2020-04-04,Bogotá D.C.,680.0,11
2020-04-05,Sucre,1.0,70
2020-04-05,La Guajira,1.0,44
2020-04-05,San Andrés y Providencia,2.0,88
2020-04-05,Casanare,2.0,85
2020-04-05,Córdoba,3.0,23
2020-04-05,Nariño,6.0,52
2020-04-05,Santander,12.0,68
2020-04-05,Cauca,12.0,19
2020-04-05,Magdalena,12.0,47
2020-04-05,Boyacá,13.0,15
2020-04-05,Meta,14.0,50
2020-04-05,Tolima,15.0,73
2020-04-05,Caldas,16.0,17
2020-04-05,Cesar,16.0,20
2020-04-05,Quindío,23.0,63
2020-04-05,Norte de Santander,25.0,54
2020-04-05,Huila,34.0,41
2020-04-05,Risaralda,36.0,66
2020-04-05,Bolívar,45.0,13
2020-04-05,Atlántico,51.0,8
2020-04-05,Cundinamarca,67.0,25
2020-04-05,Antioquia,172.0,5
2020-04-05,Valle del Cauca,197.0,76
2020-04-05,Bogotá D.C.,710.0,11
2020-04-06,Sucre,1.0,70
2020-04-06,La Guajira,1.0,44
2020-04-06,San Andrés y Providencia,2.0,88
2020-04-06,Casanare,2.0,85
2020-04-06,Córdoba,3.0,23
2020-04-06,Nariño,6.0,52
2020-04-06,Magdalena,12.0,47
2020-04-06,Cauca,13.0,19
2020-04-06,Boyacá,13.0,15
2020-04-06,Meta,14.0,50
2020-04-06,Santander,14.0,68
2020-04-06,Tolima,15.0,73
2020-04-06,Caldas,16.0,17
2020-04-06,Cesar,16.0,20
2020-04-06,Quindío,23.0,63
2020-04-06,Norte de Santander,25.0,54
2020-04-06,Huila,34.0,41
2020-04-06,Risaralda,36.0,66
2020-04-06,Atlántico,52.0,8
2020-04-06,Bolívar,56.0,13
2020-04-06,Cundinamarca,71.0,25
2020-04-06,Antioquia,183.0,5
2020-04-06,Valle del Cauca,210.0,76
2020-04-06,Bogotá D.C.,761.0,11
2020-04-07,Sucre,1.0,70
2020-04-07,La Guajira,1.0,44
2020-04-07,San Andrés y Providencia,2.0,88
2020-04-07,Casanare,2.0,85
2020-04-07,Córdoba,3.0,23
2020-04-07,Nariño,6.0,52
2020-04-07,Magdalena,12.0,47
2020-04-07,Boyacá,13.0,15
2020-04-07,Meta,14.0,50
2020-04-07,Santander,14.0,68
2020-04-07,Cauca,14.0,19
2020-04-07,Tolima,15.0,73
2020-04-07,Caldas,16.0,17
2020-04-07,Cesar,16.0,20
2020-04-07,Quindío,23.0,63
2020-04-07,Norte de Santander,25.0,54
2020-04-07,Huila,34.0,41
2020-04-07,Risaralda,36.0,66
2020-04-07,Bolívar,59.0,13
2020-04-07,Atlántico,60.0,8
2020-04-07,Cundinamarca,76.0,25
2020-04-07,Antioquia,198.0,5
2020-04-07,Valle del Cauca,223.0,76
2020-04-07,Bogotá D.C.,845.0,11
2020-04-08,Sucre,1.0,70
2020-04-08,La Guajira,1.0,44
2020-04-08,San Andrés y Providencia,2.0,88
2020-04-08,Casanare,2.0,85
2020-04-08,Córdoba,7.0,23
2020-04-08,Nariño,9.0,52
2020-04-08,Meta,14.0,50
2020-04-08,Santander,14.0,68
2020-04-08,Tolima,15.0,73
2020-04-08,Cauca,15.0,19
2020-04-08,Cesar,17.0,20
2020-04-08,Caldas,19.0,17
2020-04-08,Boyacá,19.0,15
2020-04-08,Magdalena,26.0,47
2020-04-08,Norte de Santander,27.0,54
2020-04-08,Huila,38.0,41
2020-04-08,Quindío,40.0,63
2020-04-08,Risaralda,46.0,66
2020-04-08,Atlántico,69.0,8
2020-04-08,Bolívar,71.0,13
2020-04-08,Cundinamarca,81.0,25
2020-04-08,Antioquia,235.0,5
2020-04-08,Valle del Cauca,311.0,76
2020-04-08,Bogotá D.C.,975.0,11
2020-04-09,Sucre,1.0,70
2020-04-09,La Guajira,1.0,44
2020-04-09,Casanare,3.0,85
2020-04-09,San Andrés y Providencia,4.0,88
2020-04-09,Córdoba,7.0,23
2020-04-09,Meta,15.0,50
2020-04-09,Tolima,16.0,73
2020-04-09,Cauca,16.0,19
2020-04-09,Cesar,18.0,20
2020-04-09,Santander,21.0,68
2020-04-09,Caldas,24.0,17
2020-04-09,Boyacá,24.0,15
2020-04-09,Nariño,28.0,52
2020-04-09,Magdalena,30.0,47
2020-04-09,Norte de Santander,38.0,54
2020-04-09,Huila,39.0,41
2020-04-09,Quindío,41.0,63
2020-04-09,Risaralda,49.0,66
2020-04-09,Atlántico,75.0,8
2020-04-09,Bolívar,88.0,13
2020-04-09,Cundinamarca,90.0,25
2020-04-09,Antioquia,239.0,5
2020-04-09,Valle del Cauca,345.0,76
2020-04-09,Bogotá D.C.,1011.0,11
2020-04-10,Sucre,1.0,70
2020-04-10,La Guajira,1.0,44
2020-04-10,San Andrés y Providencia,4.0,88
2020-04-10,Casanare,5.0,85
2020-04-10,Córdoba,7.0,23
2020-04-10,Meta,16.0,50
2020-04-10,Cauca,19.0,19
2020-04-10,Tolima,20.0,73
2020-04-10,Cesar,20.0,20
2020-04-10,Santander,21.0,68
2020-04-10,Caldas,25.0,17
2020-04-10,Boyacá,27.0,15
2020-04-10,Nariño,31.0,52
2020-04-10,Norte de Santander,40.0,54
2020-04-10,Huila,41.0,41
2020-04-10,Magdalena,42.0,47
2020-04-10,Quindío,44.0,63
2020-04-10,Risaralda,52.0,66
2020-04-10,Atlántico,82.0,8
2020-04-10,Cundinamarca,107.0,25
2020-04-10,Bolívar,109.0,13
2020-04-10,Antioquia,246.0,5
2020-04-10,Valle del Cauca,415.0,76
2020-04-10,Bogotá D.C.,1099.0,11
2020-04-11,Sucre,1.0,70
2020-04-11,La Guajira,1.0,44
2020-04-11,Chocó,1.0,27
2020-04-11,San Andrés y Providencia,5.0,88
2020-04-11,Casanare,7.0,85
2020-04-11,Córdoba,13.0,23
2020-04-11,Cauca,20.0,19
2020-04-11,Meta,21.0,50
2020-04-11,Tolima,22.0,73
2020-04-11,Santander,27.0,68
2020-04-11,Boyacá,31.0,15
2020-04-11,Cesar,32.0,20
2020-04-11,Caldas,33.0,17
2020-04-11,Nariño,38.0,52
2020-04-11,Norte de Santander,41.0,54
2020-04-11,Quindío,47.0,63
2020-04-11,Huila,52.0,41
2020-04-11,Magdalena,57.0,47
2020-04-11,Risaralda,58.0,66
2020-04-11,Atlántico,87.0,8
2020-04-11,Bolívar,117.0,13
2020-04-11,Cundinamarca,128.0,25
2020-04-11,Antioquia,252.0,5
2020-04-11,Valle del Cauca,475.0,76
2020-04-11,Bogotá D.C.,1143.0,11
2020-04-12,Sucre,1.0,70
2020-04-12,La Guajira,1.0,44
2020-04-12,Chocó,1.0,27
2020-04-12,San Andrés y Providencia,5.0,88
2020-04-12,Casanare,7.0,85
2020-04-12,Córdoba,13.0,23
2020-04-12,Cauca,20.0,19
2020-04-12,Meta,21.0,50
2020-04-12,Tolima,22.0,73
2020-04-12,Santander,29.0,68
2020-04-12,Boyacá,31.0,15
2020-04-12,Cesar,32.0,20
2020-04-12,Caldas,34.0,17
2020-04-12,Nariño,38.0,52
2020-04-12,Norte de Santander,43.0,54
2020-04-12,Quindío,47.0,63
2020-04-12,Huila,52.0,41
2020-04-12,Risaralda,61.0,66
2020-04-12,Magdalena,61.0,47
2020-04-12,Atlántico,92.0,8
2020-04-12,Bolívar,123.0,13
2020-04-12,Cundinamarca,135.0,25
2020-04-12,Antioquia,260.0,5
2020-04-12,Valle del Cauca,485.0,76
2020-04-12,Bogotá D.C.,1162.0,11
2020-04-13,Sucre,1.0,70
2020-04-13,La Guajira,1.0,44
2020-04-13,Chocó,1.0,27
2020-04-13,San Andrés y Providencia,5.0,88
2020-04-13,Casanare,7.0,85
2020-04-13,Córdoba,13.0,23
2020-04-13,Cauca,20.0,19
2020-04-13,Meta,23.0,50
2020-04-13,Tolima,24.0,73
2020-04-13,Santander,29.0,68
2020-04-13,Boyacá,31.0,15
2020-04-13,Cesar,32.0,20
2020-04-13,Caldas,36.0,17
2020-04-13,Nariño,38.0,52
2020-04-13,Norte de Santander,43.0,54
2020-04-13,Quindío,49.0,63
2020-04-13,Huila,55.0,41
2020-04-13,Risaralda,62.0,66
2020-04-13,Magdalena,66.0,47
2020-04-13,Atlántico,96.0,8
2020-04-13,Bolívar,134.0,13
2020-04-13,Cundinamarca,138.0,25
2020-04-13,Antioquia,273.0,5
2020-04-13,Valle del Cauca,490.0,76
2020-04-13,Bogotá D.C.,1186.0,11
2020-04-14,Sucre,1.0,70
2020-04-14,La Guajira,1.0,44
2020-04-14,Chocó,1.0,27
2020-04-14,San Andrés y Providencia,5.0,88
2020-04-14,Casanare,9.0,85
2020-04-14,Córdoba,15.0,23
2020-04-14,Cauca,21.0,19
2020-04-14,Tolima,24.0,73
2020-04-14,Santander,30.0,68
2020-04-14,Boyacá,31.0,15
2020-04-14,Cesar,32.0,20
2020-04-14,Caldas,36.0,17
2020-04-14,Meta,38.0,50
2020-04-14,Nariño,41.0,52
2020-04-14,Quindío,49.0,63
2020-04-14,Norte de Santander,50.0,54
2020-04-14,Huila,55.0,41
2020-04-14,Magdalena,66.0,47
2020-04-14,Risaralda,70.0,66
2020-04-14,Atlántico,98.0,8
2020-04-14,Cundinamarca,143.0,25
2020-04-14,Bolívar,145.0,13
2020-04-14,Antioquia,290.0,5
2020-04-14,Valle del Cauca,506.0,76
2020-04-14,Bogotá D.C.,1222.0,11
2020-04-15,Sucre,1.0,70
2020-04-15,La Guajira,1.0,44
2020-04-15,Chocó,1.0,27
2020-04-15,San Andrés y Providencia,5.0,88
2020-04-15,Casanare,9.0,85
2020-04-15,Córdoba,15.0,23
2020-04-15,Cauca,21.0,19
2020-04-15,Tolima,26.0,73
2020-04-15,Santander,30.0,68
2020-04-15,Boyacá,31.0,15
2020-04-15,Cesar,32.0,20
2020-04-15,Meta,38.0,50
2020-04-15,Caldas,42.0,17
2020-04-15,Nariño,42.0,52
2020-04-15,Quindío,49.0,63
2020-04-15,Huila,55.0,41
2020-04-15,Norte de Santander,57.0,54
2020-04-15,Magdalena,70.0,47
2020-04-15,Risaralda,73.0,66
2020-04-15,Atlántico,99.0,8
2020-04-15,Cundinamarca,151.0,25
2020-04-15,Bolívar,159.0,13
2020-04-15,Antioquia,302.0,5
2020-04-15,Valle del Cauca,525.0,76
2020-04-15,Bogotá D.C.,1270.0,11
2020-04-16,Sucre,1.0,70
2020-04-16,La Guajira,1.0,44
2020-04-16,Chocó,1.0,27
2020-04-16,San Andrés y Providencia,5.0,88
2020-04-16,Casanare,9.0,85
2020-04-16,Córdoba,17.0,23
2020-04-16,Cauca,23.0,19
2020-04-16,Tolima,27.0,73
2020-04-16,Boyacá,32.0,15
2020-04-16,Santander,33.0,68
2020-04-16,Cesar,33.0,20
2020-04-16,Meta,43.0,50
2020-04-16,Caldas,44.0,17
2020-04-16,Nariño,44.0,52
2020-04-16,Quindío,49.0,63
2020-04-16,Norte de Santander,57.0,54
2020-04-16,Huila,60.0,41
2020-04-16,Risaralda,73.0,66
2020-04-16,Magdalena,86.0,47
2020-04-16,Atlántico,101.0,8
2020-04-16,Cundinamarca,152.0,25
2020-04-16,Bolívar,167.0,13
2020-04-16,Antioquia,309.0,5
2020-04-16,Valle del Cauca,552.0,76
2020-04-16,Bogotá D.C.,1313.0,11
